DN,objectClass,cn,sn,l,givenName,distinguishedName,instanceType,whenCreated,whenChanged,displayName,uSNCreated,memberOf,uSNChanged,department,company,name,objectGUID,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,objectSid,accountExpires,logonCount,sAMAccountName,sAMAccountType,userPrincipalName,objectCategory,dSCorePropagationData
"CN=Jennifer Kim,OU=Development,DC=Contoso,DC=com",user,Jennifer Kim,Kim,London,Jennifer,"CN=Jennifer Kim,OU=Development,DC=Contoso,DC=com",4,20200424224220.0Z,20200424224221.0Z,Jennifer Kim,17343,"CN=Development,OU=Development,DC=Contoso,DC=com",17347,Development,Contoso,Jennifer Kim,X'798e8fe7b90b7441851e049aee796966',66048,0,0,0,0,0,0,132322417410037701,513,X'010500000000000515000000fb8b0447cdcc26afe6258771eb040000',9223372036854775807,0,Jennifer,805306368,Jennifer@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Jill Shrader,OU=Development,DC=Contoso,DC=com",user,Jill Shrader,Shrader,London,Jill,"CN=Jill Shrader,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Jill Shrader,17355,"CN=Development,OU=Development,DC=Contoso,DC=com",17359,Development,Contoso,Jill Shrader,X'ba923c90b97dcf4b87e08c844b71add4',66048,0,0,0,0,0,0,132322417410506446,513,X'010500000000000515000000fb8b0447cdcc26afe6258771ed040000',9223372036854775807,0,Jill,805306368,Jill@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Jonathan Foster,OU=Development,DC=Contoso,DC=com",user,Jonathan Foster,Foster,London,Jonathan,"CN=Jonathan Foster,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Jonathan Foster,17385,"CN=Development,OU=Development,DC=Contoso,DC=com",17389,Development,Contoso,Jonathan Foster,X'00a3910329bb5f459c5d8b39821af57a',66048,0,0,0,0,0,0,132322417412069164,513,X'010500000000000515000000fb8b0447cdcc26afe6258771f2040000',9223372036854775807,0,Jonathan,805306368,Jonathan@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Joris Kalz,OU=Development,DC=Contoso,DC=com",user,Joris Kalz,Kalz,London,Joris,"CN=Joris Kalz,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Joris Kalz,17397,"CN=Development,OU=Development,DC=Contoso,DC=com",17401,Development,Contoso,Joris Kalz,X'c949e656a112e8468d3211dee859a1d1',66048,0,0,0,0,0,0,132322417412537690,513,X'010500000000000515000000fb8b0447cdcc26afe6258771f4040000',9223372036854775807,0,Joris,805306368,Joris@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Jun Cao,OU=Development,DC=Contoso,DC=com",user,Jun Cao,Cao,London,Jun,"CN=Jun Cao,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Jun Cao,17427,"CN=Development,OU=Development,DC=Contoso,DC=com",17431,Development,Contoso,Jun Cao,X'8f3ea72b9886604a897379029aacf031',66048,0,0,0,0,0,0,132322417414100377,513,X'010500000000000515000000fb8b0447cdcc26afe6258771f9040000',9223372036854775807,0,Jun,805306368,Jun@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Justin Thorp,OU=Development,DC=Contoso,DC=com",user,Justin Thorp,Thorp,London,Justin,"CN=Justin Thorp,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Justin Thorp,17439,"CN=Development,OU=Development,DC=Contoso,DC=com",17443,Development,Contoso,Justin Thorp,X'b46f641d4b05e9448a738a9d46f424a1',66048,0,0,0,0,0,0,132322417414725201,513,X'010500000000000515000000fb8b0447cdcc26afe6258771fb040000',9223372036854775807,0,Justin,805306368,Justin@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Kamil Amireh,OU=Development,DC=Contoso,DC=com",user,Kamil Amireh,Amireh,London,Kamil,"CN=Kamil Amireh,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Kamil Amireh,17445,"CN=Development,OU=Development,DC=Contoso,DC=com",17449,Development,Contoso,Kamil Amireh,X'1a4a7b3a6eef89478989aefcaf92efd9',66048,0,0,0,0,0,0,132322417415037699,513,X'010500000000000515000000fb8b0447cdcc26afe6258771fc040000',9223372036854775807,0,Kamil,805306368,Kamil@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Ken Circeo,OU=Development,DC=Contoso,DC=com",user,Ken Circeo,Circeo,London,Ken,"CN=Ken Circeo,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Ken Circeo,17457,"CN=Development,OU=Development,DC=Contoso,DC=com",17461,Development,Contoso,Ken Circeo,X'4628cbc4fa1e4a4890e4e13e5663961c',66048,0,0,0,0,0,0,132322417415506439,513,X'010500000000000515000000fb8b0447cdcc26afe6258771fe040000',9223372036854775807,0,Ken,805306368,Ken@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Kerstin Zakardissnehf,OU=Development,DC=Contoso,DC=com",user,Kerstin Zakardissnehf,Zakardissnehf,London,Kerstin,"CN=Kerstin Zakardissnehf,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Kerstin Zakardissnehf,17469,"CN=Development,OU=Development,DC=Contoso,DC=com",17473,Development,Contoso,Kerstin Zakardissnehf,X'23c737005c831142b1ef24ffafbe8d15',66048,0,0,0,0,0,0,132322417416131434,513,X'010500000000000515000000fb8b0447cdcc26afe625877100050000',9223372036854775807,0,Kerstin,805306368,Kerstin@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Kostadin Belishky,OU=Development,DC=Contoso,DC=com",user,Kostadin Belishky,Belishky,London,Kostadin,"CN=Kostadin Belishky,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Kostadin Belishky,17481,"CN=Development,OU=Development,DC=Contoso,DC=com",17485,Development,Contoso,Kostadin Belishky,X'5c7ee01ceaf63946aa2e2b4dd68ce329',66048,0,0,0,0,0,0,132322417416756420,513,X'010500000000000515000000fb8b0447cdcc26afe625877102050000',9223372036854775807,0,Kostadin,805306368,Kostadin@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Lola Jacobsen,OU=Development,DC=Contoso,DC=com",user,Lola Jacobsen,Jacobsen,London,Lola,"CN=Lola Jacobsen,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Lola Jacobsen,17499,"CN=Development,OU=Development,DC=Contoso,DC=com",17503,Development,Contoso,Lola Jacobsen,X'ad72939de46456498246adba9eb2ce1b',66048,0,0,0,0,0,0,132322417417693933,513,X'010500000000000515000000fb8b0447cdcc26afe625877105050000',9223372036854775807,0,Lola,805306368,Lola@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Lubor Krebs,OU=Development,DC=Contoso,DC=com",user,Lubor Krebs,Krebs,London,Lubor,"CN=Lubor Krebs,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Lubor Krebs,17511,"CN=Development,OU=Development,DC=Contoso,DC=com",17515,Development,Contoso,Lubor Krebs,X'ce9b3973cb2870459dbbf7fd55ea774e',66048,0,0,0,0,0,0,132322417418162838,513,X'010500000000000515000000fb8b0447cdcc26afe625877107050000',9223372036854775807,0,Lubor,805306368,Lubor@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Mads Ebdrup,OU=Development,DC=Contoso,DC=com",user,Mads Ebdrup,Ebdrup,London,Mads,"CN=Mads Ebdrup,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224221.0Z,Mads Ebdrup,17523,"CN=Development,OU=Development,DC=Contoso,DC=com",17527,Development,Contoso,Mads Ebdrup,X'9f020174983cac46bcb2a48352c3a54c',66048,0,0,0,0,0,0,132322417418787663,513,X'010500000000000515000000fb8b0447cdcc26afe625877109050000',9223372036854775807,0,Mads,805306368,Mads@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Marcin Kretowicz,OU=Development,DC=Contoso,DC=com",user,Marcin Kretowicz,Kretowicz,London,Marcin,"CN=Marcin Kretowicz,OU=Development,DC=Contoso,DC=com",4,20200424224221.0Z,20200424224222.0Z,Marcin Kretowicz,17547,"CN=Development,OU=Development,DC=Contoso,DC=com",17551,Development,Contoso,Marcin Kretowicz,X'f4ea532169def146953f700e429e48df',66048,0,0,0,0,0,0,132322417420037678,513,X'010500000000000515000000fb8b0447cdcc26afe62587710d050000',9223372036854775807,0,Marcin,805306368,Marcin@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Marek Rolecki,OU=Development,DC=Contoso,DC=com",user,Marek Rolecki,Rolecki,London,Marek,"CN=Marek Rolecki,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Marek Rolecki,17553,"CN=Development,OU=Development,DC=Contoso,DC=com",17557,Development,Contoso,Marek Rolecki,X'0611a9a60be2d14b91f856aef273cb7f',66048,0,0,0,0,0,0,132322417420350167,513,X'010500000000000515000000fb8b0447cdcc26afe62587710e050000',9223372036854775807,0,Marek,805306368,Marek@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Marketa Kuklova,OU=Development,DC=Contoso,DC=com",user,Marketa Kuklova,Kuklova,London,Marketa,"CN=Marketa Kuklova,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Marketa Kuklova,17577,"CN=Development,OU=Development,DC=Contoso,DC=com",17581,Development,Contoso,Marketa Kuklova,X'a3cefce988b1374a82426d1ec7c6461f',66048,0,0,0,0,0,0,132322417421287665,513,X'010500000000000515000000fb8b0447cdcc26afe625877112050000',9223372036854775807,0,Marketa,805306368,Marketa@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Maureen Magnotta,OU=Development,DC=Contoso,DC=com",user,Maureen Magnotta,Magnotta,London,Maureen,"CN=Maureen Magnotta,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Maureen Magnotta,17601,"CN=Development,OU=Development,DC=Contoso,DC=com",17605,Development,Contoso,Maureen Magnotta,X'93d041801abcd446a06bbdd14a4472cb',66048,0,0,0,0,0,0,132322417422225151,513,X'010500000000000515000000fb8b0447cdcc26afe625877116050000',9223372036854775807,0,Maureen,805306368,Maureen@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Michal Piaseczny,OU=Development,DC=Contoso,DC=com",user,Michal Piaseczny,Piaseczny,London,Michal,"CN=Michal Piaseczny,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Michal Piaseczny,17619,"CN=Development,OU=Development,DC=Contoso,DC=com",17623,Development,Contoso,Michal Piaseczny,X'0f32f1b3b316bd4ca852d49a294fdbe0',66048,0,0,0,0,0,0,132322417422850156,513,X'010500000000000515000000fb8b0447cdcc26afe625877119050000',9223372036854775807,0,Michal,805306368,Michal@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Modesto Estrada,OU=Development,DC=Contoso,DC=com",user,Modesto Estrada,Estrada,London,Modesto,"CN=Modesto Estrada,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Modesto Estrada,17655,"CN=Development,OU=Development,DC=Contoso,DC=com",17659,Development,Contoso,Modesto Estrada,X'ccfd6f9ab57fa44fb8c1f84d510804da',66048,0,0,0,0,0,0,132322417424256403,513,X'010500000000000515000000fb8b0447cdcc26afe62587711f050000',9223372036854775807,0,Modesto,805306368,Modesto@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Neil Black,OU=Development,DC=Contoso,DC=com",user,Neil Black,Black,London,Neil,"CN=Neil Black,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Neil Black,17673,"CN=Development,OU=Development,DC=Contoso,DC=com",17677,Development,Contoso,Neil Black,X'a030f806d846b6498cbe85a5f2f9fe7d',66048,0,0,0,0,0,0,132322417425037657,513,X'010500000000000515000000fb8b0447cdcc26afe625877122050000',9223372036854775807,0,Neil,805306368,Neil@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Nikolay Grachev,OU=Development,DC=Contoso,DC=com",user,Nikolay Grachev,Grachev,London,Nikolay,"CN=Nikolay Grachev,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Nikolay Grachev,17691,"CN=Development,OU=Development,DC=Contoso,DC=com",17695,Development,Contoso,Nikolay Grachev,X'4300445217830542839744614221ff84',66048,0,0,0,0,0,0,132322417425662649,513,X'010500000000000515000000fb8b0447cdcc26afe625877125050000',9223372036854775807,0,Nikolay,805306368,Nikolay@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Ofer Daliot,OU=Development,DC=Contoso,DC=com",user,Ofer Daliot,Daliot,London,Ofer,"CN=Ofer Daliot,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Ofer Daliot,17703,"CN=Development,OU=Development,DC=Contoso,DC=com",17707,Development,Contoso,Ofer Daliot,X'58270f9e3de8e643910550cf3e2d4796',66048,0,0,0,0,0,0,132322417426131395,513,X'010500000000000515000000fb8b0447cdcc26afe625877127050000',9223372036854775807,0,Ofer,805306368,Ofer@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Pedro Gutierrez,OU=Development,DC=Contoso,DC=com",user,Pedro Gutierrez,Gutierrez,London,Pedro,"CN=Pedro Gutierrez,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Pedro Gutierrez,17751,"CN=Development,OU=Development,DC=Contoso,DC=com",17755,Development,Contoso,Pedro Gutierrez,X'472c1e5cbe48c04c959302bcce2aa527',66048,0,0,0,0,0,0,132322417428006391,513,X'010500000000000515000000fb8b0447cdcc26afe62587712f050000',9223372036854775807,0,Pedro,805306368,Pedro@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
"CN=Rajesh Ramanathan,OU=Development,DC=Contoso,DC=com",user,Rajesh Ramanathan,Ramanathan,London,Rajesh,"CN=Rajesh Ramanathan,OU=Development,DC=Contoso,DC=com",4,20200424224222.0Z,20200424224222.0Z,Rajesh Ramanathan,17781,"CN=Development,OU=Development,DC=Contoso,DC=com",17785,Development,Contoso,Rajesh Ramanathan,X'59974c0e8d8d4e4f81e401c0a910cad0',66048,0,0,0,0,0,0,132322417429256391,513,X'010500000000000515000000fb8b0447cdcc26afe625877134050000',9223372036854775807,0,Rajesh,805306368,Rajesh@contoso.com,"CN=Person,CN=Schema,CN=Configuration,DC=Contoso,DC=com",16010101000000.0Z
